ID Number,"Spottswood Section","Matrix Number (song #, take #)",Normative Artist Name,Artist/Performer as listed,Title of Track,Normative Title Spelling,"Date Performed (exact)","Date Performed (estimate)",Year,Place Performed,Record Label and Number,Record Label,"Instrumentation (first is performer, then alphabetical) ","Arrangers/Composer/Performers, etc (if provided)",Composers and Performers Normative Spelling,Other notes
S95,16.14,BS 036583-1 ,Sidor Belarsky,Sidor Belarsky,Georgian Melody ,,03/02/1939,,1939,"New York, NY",Vi rej,Victor,"Baritone, Cello, Piano, Violin",Prozorovsky (composer),"Sidor Belarsky (baritone), Boris Prozorovsky (composer)",In Russian
S96,16.14,BS 036584-1 ,Sidor Belarsky,Sidor Belarsky,I Greave ,,03/02/1939,,1939,"New York, NY",Vi rej,Victor,"Baritone, Cello, Piano, Violin",A. Dargomyshsky (composer),"Sidor Belarsky (baritone), Alexander Dargomyzhsky (composer)",In Russian
S97,16.14,BS 036585-1 ,Sidor Belarsky,Sidor Belarsky,Shir Hashamisha ,,03/02/1939,,1939,"New York, NY",Vi rej,Victor,"Baritone, Cello, Piano, Violin",M. Zeira (composer),"Sidor Belarsky (baritone), Mordechai Zeira (composer)",
S98,16.14,BS 036586-1 ,Sidor Belarsky,Sidor Belarsky,Dos Gebet,,03/02/1939,,1939,"New York, NY",Vi rej,Victor,"Baritone, Cello, Piano, Violin",I.L. Peretz & Roskin (composers),"Sidor Belarsky (baritone), Yitskhok Leybush Peretz (composer), Janot Roskin (composer)",
S99,16.14,BS 036972-1 ,Sidor Belarsky,Sidor Belarsky,Sholosh Sudos ,,03/23/1940,,1940,"New York, NY","Vi V-9051, 25-5018",Victor,"Baritone, Piano",Sidor Belarsky (arranger) ,"Sidor Belarsky (baritone), Sidor Belarsky (arranger) ",
S100,16.14,BS 036973-1 ,Sidor Belarsky,Sidor Belarsky,Yam Lied (Sea Song),,03/23/1940,,1940,"New York, NY","Vi V-9051, 25-5018",Victor,"Baritone, Piano",J. Halevy & Schneyer (composers),"Sidor Belarsky (baritone), Judah Halevi (composer), M. Schneyer (composer)",
S101,16.14,BS 036974-1 ,Sidor Belarsky,Sidor Belarsky,Veulai,,03/23/1940,,1940,"New York, NY","Vi V-9052, 25-5019, 51-0007 (45)",Victor,"Baritone, Piano",Shertok (composer),"Sidor Belarsky (baritone), Yehudah Sharett (composer)",
S102,16.14,BS 036975-1,Sidor Belarsky,Sidor Belarsky,Shir Hashamisha ,,03/23/1940,,1940,"New York, NY","Vi V-9052, 25-5019",Victor,"Baritone, Piano",M. Zeira (composer),"Sidor Belarsky (baritone), Mordechai Zeira (composer)",
S103,16.14,RS 805-B ,Sidor Belarsky,Sidor Belarsky,Zwei Briv,,,1940,1940,"New York, NY",Musicraft 2,Musicraft Records,"Baritone, Piano",Engel & Pinski (composers); Lazar Weiner (piano),"Sidor Belarsky (baritone), Joel Engel (composer), David Pinski (composer), Lazar Weiner (piano)",Musicraft label note: ''Specifically recorded for the Jewish Daily Forward''
S104,16.14,RS 806-B,Sidor Belarsky,Sidor Belarsky,Shabes Beim Shalosh Sudos,,,1940,1940,"New York, NY",Musicraft 2,Musicraft Records,"Baritone, Piano",A.W. Binder (composer); Lazar Weiner (piano),"Sidor Belarsky (baritone), Abraham Wolf Binder (composer), Lazar Weiner (piano)",Musicraft label note: ''Specifically recorded for the Jewish Daily Forward''
S105,16.14,RS 807-C,Sidor Belarsky,Sidor Belarsky,A Nign,,,1940,1940,"New York, NY",Musicraft 1,Musicraft Records,"Baritone, Piano",Lazar Weiner (composer); Lazar Weiner (piano),"Sidor Belarsky (baritone), Lazar Weiner (composer), Lazar Weiner (piano)",Musicraft label note: ''Specifically recorded for the Jewish Daily Forward''
S106,16.14,RS 808-E,Sidor Belarsky,Sidor Belarsky,Viglid,,,1940,1940,"New York, NY",Musicraft 3,Musicraft Records,"Baritone, Piano",Yampolski (composer); Lazar Weiner (piano),"Sidor Belarsky (baritone), Leyb Yampolsky (composer), Lazar Weiner (piano)",Musicraft label note: ''Specifically recorded for the Jewish Daily Forward''
S107,16.14,RS 809-B,Sidor Belarsky,Sidor Belarsky,Zeit Gezund,,,1940,1940,"New York, NY",Musicraft 4,Musicraft Records,"Baritone, Piano",Lazar Weiner (piano),"Sidor Belarsky (baritone), Lazar Weiner (piano)",Musicraft label note: ''Specifically recorded for the Jewish Daily Forward''
S108,16.14,RS 810-C,Sidor Belarsky,Sidor Belarsky,Reizele,,,1940,1940,"New York, NY",Musicraft 4,Musicraft Records,"Baritone, Piano",M. Gebirtig (composer); Lazar Weiner (piano),"Sidor Belarsky (baritone), Mordechai Gebirtig (composer), Lazar Weiner (piano)",Musicraft label note: ''Specifically recorded for the Jewish Daily Forward''
S109,16.14,RS 811-C,Sidor Belarsky,Sidor Belarsky,Der Balagole,,,1940,1940,"New York, NY",Musicraft 1,Musicraft Records,"Baritone, Piano",Lazar Weiner (piano),"Sidor Belarsky (baritone), Lazar Weiner (piano)",Musicraft label note: ''Specifically recorded for the Jewish Daily Forward''
S110,16.14,RS 812-B,Sidor Belarsky,Sidor Belarsky,Shterendl,,,1940,1940,"New York, NY",Musicraft 3,Musicraft Records,"Baritone, Piano",Lazar Weiner (piano),"Sidor Belarsky (baritone), Lazar Weiner (piano)",Musicraft label note: ''Specifically recorded for the Jewish Daily Forward''
S111,16.14,RS 857-A ,Sidor Belarsky,Sidor Belarsky,We Sat Together ,,,1940,1940,"New York, NY",Musicraft 251,Musicraft Records,"Baritone, Piano",Tschaikowsky (composer); Ivan Basilevsky (piano),"Sidor Belarsky (baritone), Pyotr Ilyich Tchaikovsky (composer), Ivan Basilevsky (piano)",In Russian
S112,16.14,RS 859-B ,Sidor Belarsky,Sidor Belarsky,Not A Word ,,,1940,1940,"New York, NY",Musicraft 251,Musicraft Records,"Baritone, Piano",Tschaikowsky (composer); Ivan Basilevsky (piano),"Sidor Belarsky (baritone), Pyotr Ilyich Tchaikovsky (composer), Ivan Basilevsky (piano)",In Russian
S113,16.14,RS 860-A ,Sidor Belarsky,Sidor Belarsky,Autumn,,,1940,1940,"New York, NY",Musicraft 253,Musicraft Records,"Baritone, Piano",Tschaikowsky (composer); Ivan Basilevsky (piano),"Sidor Belarsky (baritone), Pyotr Ilyich Tchaikovsky (composer), Ivan Basilevsky (piano)",In Russian
S114,16.14,RS 86i-B ,Sidor Belarsky,Sidor Belarsky,Florentine Song,,,1940,1940,"New York, NY",Musicraft 253,Musicraft Records,"Baritone, Piano",Tschaikowsky (composer); Ivan Basilevsky (piano),"Sidor Belarsky (baritone), Pyotr Ilyich Tchaikovsky (composer), Ivan Basilevsky (piano)",In Russian
S115,16.14,RS 862-A ,Sidor Belarsky,Sidor Belarsky,Lullaby,,,1940,1940,"New York, NY",Musicraft 252,Musicraft Records,"Baritone, Piano",Tschaikowsky (composer); Ivan Basilevsky (piano),"Sidor Belarsky (baritone), Pyotr Ilyich Tchaikovsky (composer), Ivan Basilevsky (piano)",In Russian
S116,16.14,RS 863-A ,Sidor Belarsky,Sidor Belarsky,Night,,,1940,1940,"New York, NY",Musicraft 252,Musicraft Records,"Baritone, Piano",Tschaikowsky (composer); Ivan Basilevsky (piano),"Sidor Belarsky (baritone), Pyotr Ilyich Tchaikovsky (composer), Ivan Basilevsky (piano)",In Russian
S117,16.15,44187,"Lester Bernard, Rhoda Bernard",Lester and Rhoda Bernard,The Speech Maker Of The Cloak And Suit Makers' Union,,,07/1916,1916,"New York, NY",Co E2994,Columbia,Spoken Duet,,Lester and Rhoda Bernard (speakers),In Yiddish and English
S118,16.15,44190,"Lester Bernard, Rhoda Bernard",Lester and Rhoda Bernard,The Delegate And The Shop Girl Of The Cloak And Suit Makers' Union,,,07/1916,1916,"New York, NY",Co E2994,Columbia,Spoken Duet,,Lester and Rhoda Bernard (speakers),In Yiddish and English
S119,16.16,x,Mr. Bernstein,Mr. Bernstein,Die Jerushe,,,1906,1906,"New York, NY",UHD&C 1263,United Hebrew Disk & Cylinder,"Tenor, Piano",,Mr. Bernstein (tenor),
S120,16.16,x,Mr. Bernstein,Mr. Bernstein,Avremele,,,1906,1906,"New York, NY",UHD&C 1264,United Hebrew Disk & Cylinder,"Tenor, Piano",,Mr. Bernstein (tenor),
S121,16.16,x,Mr. Bernstein,Mr. Bernstein,Hob Ich Ongefangen Zu Loifen,,,1906,1906,"New York, NY",UHD&C 1265,United Hebrew Disk & Cylinder,"Tenor, Piano",,Mr. Bernstein (tenor),
S122,16.16,x,Mr. Bernstein,Mr. Bernstein,My Uncle Sam,,,1906,1906,"New York, NY",UHD&C 1266,United Hebrew Disk & Cylinder,"Tenor, Piano",,Mr. Bernstein (tenor),
S123,16.16,x,Mr. Bernstein,Mr. Bernstein,A Tfile Fun A Agune,,,1906,1906,"New York, NY",UHD&C 1267,United Hebrew Disk & Cylinder,"Tenor, Piano",,Mr. Bernstein (tenor),
S124,16.17,41905-3,Joseph Birenzweig,Joseph Birenzweig,Martha: Ir Sheinung,,,09/1921,1921,"New York, NY",Em 13195,Emerson,"Tenor, Orchestra",Flotow (composer),"Joseph Birenzweig (tenor), Friedrich von Flotow (composer)",Birenzweig was the first tenor of Warsaw Opera
S125,16.17,41906-4,Joseph Birenzweig,Joseph Birenzweig,Ireh Milde Oigen Elasir,,,09/1921,1921,"New York, NY",Em 13195,Emerson,"Tenor, Orchestra",Donizetti (composer),"Joseph Birenzweig (tenor), Gaetano Donizetti (composer)",Birenzweig was the first tenor of Warsaw Opera
S126,16.18,58560-1,Louis Birnbaum,Louis Birnbaum,Shabes Far Macht Nuch Der Peide,,,1917,1917,"New York, NY",Co E3561,Columbia,Tenor,,Louis Birnbaum (tenor),Louis Birnbaum b. 1884
S127,16.18,58561-1,Louis Birnbaum,Louis Birnbaum,Mazel Darf Men Hoben,,,1917,1917,"New York, NY",Co E3561,Columbia,Tenor,,Louis Birnbaum (tenor),
S128,16.18,84535-1,Louis Birnbaum,Louis Birnbaum,A Gruss Fon Die Trenches-War Song,,07/1918,,1918,"New York, NY",Co E4033,Columbia,"Tenor, Orchestra",,Louis Birnbaum (tenor),
S129,16.18,84536-2,Louis Birnbaum,Louis Birnbaum,Uncle Sam-War Song,,07/1918,,1918,"New York, NY",Co E4033,Columbia,"Tenor, Orchestra",,Louis Birnbaum (tenor),
S130,16.18,84894-1-2,Louis Birnbaum,Louis Birnbaum,Scholem-Patriotic Song,,10/1918,,1918,"New York, NY",Co E4170,Columbia,"Tenor, Orchestra",,Louis Birnbaum (tenor),
S131,16.18,84895-1-2,Louis Birnbaum,Louis Birnbaum,Wen Die Boys Welen Komen Zurick-Patriotic Song,,10/1918,,1918,"New York, NY",Co E4170,Columbia,"Tenor, Orchestra",,Louis Birnbaum (tenor),
S132,16.18,85382-1,Louis Birnbaum,Louis Birnbaum,Kol-zman Shehanshomoh Bekirbi,,,08/1919,1919,"New York, NY",Co E4438,Columbia,Tenor ,,Louis Birnbaum (tenor),
S133,16.18,85407-1,Louis Birnbaum,Louis Birnbaum,In 100 Johr Arum,,,08/1919,1919,"New York, NY",Co E4438,Columbia,Tenor,,Louis Birnbaum (tenor),
S134,16.18,6165,Louis Birnbaum,Louis Birnbaum,A Ligen,,,08/1921,1921,"New York, NY","Br 75003, 40003, 67003",Brunswick,"Tenor, Orchestra",,Louis Birnbaum (tenor),
S135,16.18,6168,Louis Birnbaum,Louis Birnbaum,Giy Maidlech-Comishe Couplets,,,08/1921,1921,"New York, NY","Br 75003, 40003, 67003",Brunswick,"Tenor, Orchestra",,Louis Birnbaum (tenor),
S136,16.19,58559-1 ,Minnie Birnbaum,Minnie Birnbaum,Hoffnung Mit Ferlier ,,,09/1917,1917,"New York, NY",Co E3616,Columbia,"Soprano, Orchestra",Perlmutter & Wohl (composers),"Minnie Birnbaum (soprano), Arnold Perlmutter (composer), Herman Wohl (composer)",
S137,16.19,58653-1 ,Minnie Birnbaum,Minnie Birnbaum,A Mensch Zol Men Sein ,,,09/1917,1917,"New York, NY",Co E3616,Columbia,"Soprano, Orchestra",,Minnie Birnbaum (soprano),
S138,16.19,84521-1,Minnie Birnbaum,Minnie Birnbaum,"Eili, Eili, Lomoh Azawtoni ",,06/1918,,1918,"New York, NY",Co E4031,Columbia,"Soprano, Piano, Violin",,Minnie Birnbaum (soprano),
S139,16.19,84522-1-2,Minnie Birnbaum,Minnie Birnbaum,Shenkt A Nedoweh ,,06/1918,,1918,"New York, NY",Co E4031,Columbia,"Soprano, Piano, Violin",,Minnie Birnbaum (soprano),
S140,16.20,B 26256-2 ,S. Birnzweig,S. Birnzweig,"Eil Rachem, from ''The Golem'' ",,03/17/1922,,1922,"New York, NY",Vi 73288,Victor,"Vocal, Orchestra",Louis Gilrod & Louis Friedsell (composers); Nathaniel Shilkret (director),"S. Birnzweig (vocal), Louis Gilrod (composer), Louis Friedsell (composer), Nathaniel Shilkret (director)",with William Robyn 
S141,16.20,B 26257-1 ,S. Birnzweig,S. Birnzweig,Der Siderel ,,03/17/1922,,1922,"New York, NY",Vi 73288,Victor,"Vocal, Orchestra",Louis Gilrod & Jos. Kammen (composers); Nathaniel Shilkret (director),"S. Birnzweig (vocal), Louis Gilrod (composer), Joseph Kammen (composer), Nathaniel Shilkret (director)",
S142,16.21,58156-1-2,Leon Blank,Leon Blanc,"Gott, Mensch Und Teufel: Chatzkel Drachme ",,,05/1917,1917,"New York, NY",Co E3613,Columbia,Spoken,J. Gordin (composer),"Leon Blank (speaker), Jacob Gordin (composer)",Leon Blanc b. 1867
S143,16.21,58158-1 ,Leon Blank,Leon Blanc,Der Fuchs Und Die Zieg ,,,05/1917,1917,"New York, NY",Co E3404,Columbia,Spoken,,Leon Blank (speaker),
S144,16.21,58159-2-3,Leon Blank,Leon Blanc,Der Yiddisher May ,,,05/1917,1917,"New York, NY",Co E3404,Columbia,Spoken,Morris Rosenfeld (composer),"Leon Blank (speaker), Morris Rosenfeld (composer)",
S145,16.21,B 29399-2 ,Leon Blank,Leon Blank,"Sis A Kurtzer Vehg (It Is But A Fleeting Moment), from ''Der Tate's Siendel"" ",,02/11/1924,,1924,"New York, NY",Vi 77356,Victor,"Vocal, Chorus, Orchestra ",L. Gilrod & Peretz Sandler (composers); Nathaniel Shilkret (director),"Leon Blank (vocal), Louis Gilrod (composer), Peretz Sandler (composer), Nathaniel Shilkret (director)","Chorus: sop, alt, 2 ten, 2 bs"
S146,16.21,B 29501-2 ,Leon Blank,Leon Blank,Der Prisoner ,,02/12/1924,,1924,"New York, NY",Vi 77356,Victor,Spoken,Jacob Gordin (composer),"Leon Blank (speaker), Jacob Gordin (composer)",
S147,16.21,B 31934-3 ,Leon Blank,Leon Blank,"Naches Fun Kinder (Joys From Children), from ''Die Drei Kales'' (The Three Brides) ",,02/10/1925,,1925,"New York, NY",Vi 77949,Victor,"Vocal, Chorus, Orchestra",Louis Gilrod & Peretz Sandler (composers); Nathaniel Shilkret (director),"Leon Blank (vocal), Louis Gilrod (composer), Peretz Sandler (composer), Nathaniel Shilkret (director)","Chorus: 2 sop, alt, 2 ten, bs"
S148,16.21,B 31935-2 ,Leon Blank,Leon Blank,"Der Chasina Tanz (The Wedding Dance), from ''Die Drei Kales'' (The Three Brides)",,02/10/1925,,1925,"New York, NY",Vi 77949,Victor,"Vocal, Chorus, Orchestra",Louis Gilrod & Peretz Sandler (composers); Nathaniel Shilkret (director),"Leon Blank (vocal), Louis Gilrod (composer), Peretz Sandler (composer), Nathaniel Shilkret (director)","Chorus: 2 sop, alt, 2 ten, bs"
S149,16.21,B 32251-2 ,Leon Blank,Leon Blank,"God, Man And Devil: Chazkel Drachme ",,03/25/1925,,1925,"New York, NY",Vi rej,Victor,Spoken,,Leon Blank (speaker),
S150,16.21,B 32252-2 ,Leon Blank,Leon Blank,Purim Zu Der Seda (Sholem Aleichem) ,,03/25/1925,,1925,"New York, NY",Vi rej,Victor,Spoken,,Leon Blank (speaker),
S151,16.21,BVE 33473-2 ,Leon Blank,Leon Blank,"Lechaim Breeder (To Your Health, Brother), from ''Die Lieb In Palestina'' (Love In Palestina)",,10/15/1925,,1925,"Camden, NJ",Vi 78367,Victor,"Vocal, Orchestra",Louis Gilrod & Peretz Sandler (composers); Leroy Shield (director),"Leon Blank (vocal), Louis Gilrod (composer), Peretz Sandler (composer), Leroy Shield (director)",
S152,16.21,BVE 48454-1 ,Leon Blank,Leon Blank,Cabed Es Ovicho (Honor Your Father) (The Power Of Youth),,12/11/1928,,1928,"New York, NY",Vi V-9005,Victor,"Vocal, Chorus, Orchestra",Wohl & Rosenthal (composers); Herman Wohl (director),"Leon Blank (vocal), Boris Rosenthal (composer), Herman Wohl (composer), Herman Wohl (director)",
S153,16.21,BVE 49255-1 ,Leon Blank,Leon Blank,David Hameilach Fiedele (King David's Violin),,12/12/1928,,1928,"New York, NY",Vi V-9005,Victor,"Vocal, Orchestra",Wohl & Rosenthal (composers); Herman Wohl (director),"Leon Blank (vocal), Boris Rosenthal (composer), Herman Wohl (composer), Herman Wohl (director)",with Boris Rosenthal and Isidore Lipinsky
S154,16.22,W 111454-1 ,Jehuda Bleich,Jehuda Bleich ,Der Bronxer Feter Vegen Cheider-Pt. 1,,12/1929,,1929,"New York, NY","Co 8204-F, DB235",Columbia,Spoken,Z.H. Rubinstein (composer),"Jehuda Bleich (speaker), Anton Rubinstein (composer)",
S155,16.22,W 111455-3 ,Jehuda Bleich,Jehuda Bleich ,Der Bronxer Feter Vegen Cheider-Pt. 2,,12/1929,,1929,"New York, NY","Co 8204-F, DB235",Columbia,Spoken,Z.H. Rubinstein (composer),"Jehuda Bleich (speaker), Anton Rubinstein (composer)",
S156,16.23,41439,H. Bloom,Stillman's Kapelle Mit Pfeiferbegleitung,Geigerl Marsch ,,,09/1920,1920,"New York, NY",Em 19015,Emerson,"""Leaf solos"", band",,"H. Bloom (leader), Stillman's Kapelle Mit Pfeiferbegleitung (band)",
S157,16.23,41440-2 ,H. Bloom,H. Bloom,Doina Dela Orient (Orientalishe Doina),,,09/1920,1920,"New York, NY",Em 13158,Emerson,"""Leaf solos"", band",,H. Bloom (leader),
S158,16.23,41441-2 ,H. Bloom,H. Bloom,Trennung Walzer ,,,09/1920,1920,"New York, NY",Em 19015,Emerson,"""Leaf solos"", band",,H. Bloom (leader),
S159,16.23,41442-2 ,H. Bloom,H. Bloom,Foiu Verdi (Grine Bletter),,,09/1920,1920,"New York, NY",Em 13158,Emerson,"""Leaf solos"", band",,H. Bloom (leader),
S160,16.24,671,Sam Bloom,Sam Bloom,Der Talis-Patriotic Song ,,03/1921,,1921,"New York, NY",Cardinal 1109,Cardinal,"Tenor, Orchestra",D. Meyrowitz & H. Wohl (composers); Israel J. Hochman (director),"Sam Bloom (tenor), David Meyerowitz (composer), Herman Wohl (composer), Israel J. Hochman (director)",Sam Bloom b. 1880
S161,16.24,672,Sam Bloom,Sam Bloom,Shteh Auf Mein Folk,,03/1921,,1921,"New York, NY",Cardinal 1109,Cardinal,"Tenor, Orchestra",Israel J. Hochman (director),"Sam Bloom (tenor), Israel J. Hochman (director)",
S162,16.25,W 107724-3 ,Boibriker Kapelle,Boibriker Kapelle ,Die Boibriker Chasseneh-Pt. 1 ,,03/1927,,1927,"New York, NY","Co 8129-F. FW FSS 34021 (33), GV 104(C)",Columbia,"2 Clarinets/Saxophone, Drum, Piano, Sousaphone, Trombone, 2 Trumpets, 2 Violins",Hirsch Gross (director),"Boibriker Kapelle (instruments), Hirsch Gross (director)","""The late Dave Tarras supplied the following personnel for this group: Abe Constantinofsky, Binyomin ''Louis"" Shuster-2 tp. Beresh Katz-vln. Dave Tarras. ? Lustig-2 cl/sax. Sam Spielman-tb, Sam Heller-p, Hymie Psevdonis-Sos, unknown 2d vln."""
S163,16.25,W 107725-3 ,Boibriker Kapelle,Boibriker Kapelle ,Die Boibriker Chasseneh-Pt. 2 ,,03/1927,,1927,"New York, NY","Co 8129-F. FW FSS 34021 (33), GV 104(C)",Columbia,"2 Clarinets/Saxophone, Drum, Piano, Sousaphone, Trombone, 2 Trumpets, 2 Violins",Hirsch Gross (director),"Boibriker Kapelle (instruments), Hirsch Gross (director)",
S164,16.25,W 108027-2 ,Boibriker Kapelle,Boibriker Kapelle ,Akdomes Un Af B'ri ,,06/1927,,1927,"New York, NY",Co 8145-F,Columbia,"2 Clarinets/Saxophone, Drum, Piano, Sousaphone, Trombone, 2 Trumpets, 2 Violins","H. Gross, B. Katz, A. Schwartz (composers); Hirsch Gross (director)","Boibriker Kapelle (instruments), Hirsch Gross (composer), Beresh Katz (composer), Abe Schwartz (composer), Hirsch Gross (director)",
S165,16.25,W 108028-1 ,Boibriker Kapelle,Boibriker Kapelle ,"Kinos, T'kios Un Ashrei ",,06/1927,,1927,"New York, NY",Co 8145-F,Columbia,"2 Clarinets/Saxophone, Drum, Piano, Sousaphone, Trombone, 2 Trumpets, 2 Violins","H. Gross, B. Katz, A. Schwartz (composers); Hirsch Gross (director)","Boibriker Kapelle (instruments), Hirsch Gross (composer), Beresh Katz (composer), Abe Schwartz (composer), Hirsch Gross (director)",
S166,16.25,W 108029-2 ,Boibriker Kapelle,Boibriker Kapelle ,Ch'sidishe Nigunim (Traditional Music) Pt. 1,,06/1927,,1927,"New York, NY","Co 8146-F, 8221-F, FL 9034 (33)",Columbia,"2 Clarinets/Saxophone, Drum, Piano, Sousaphone, Trombone, 2 Trumpets, 2 Violins",H. Gross & B. Katz (composers); Hirsch Gross (director),"Boibriker Kapelle (instruments), Hirsch Gross (composer), Beresh Katz (composer), Hirsch Gross (director)",
S167,16.25,W 108030-2 ,Boibriker Kapelle,Boibriker Kapelle ,Ch'sidishe Nigunim (Traditional Music) Pt. 2,,06/1927,,1927,"New York, NY","Co 8146-F, 8221-F",Columbia,"2 Clarinets/Saxophone, Drum, Piano, Sousaphone, Trombone, 2 Trumpets, 2 Violins",H. Gross & B. Katz (composers); Hirsch Gross (director),"Boibriker Kapelle (instruments), Hirsch Gross (composer), Beresh Katz (composer), Hirsch Gross (director)",
S168,16.26,E 28142,Celia Boodkin ,Celia Boodkin ,Der Becher (The Gobbler) (The Goblet),,08/23/1928,,1928,"New York, NY",Br 67116,Brunswick,"Mezzo-soprano, Orchestra",Alexander Olshanetsky (composer); Alexander Olshanetsky (director),"Celia Boodkin (mezzo-soprano), Alexander Olshanetsky (composer), Alexander Olshanetsky (director)",10-person orchestra
S169,16.26,E 28145,Celia Boodkin ,Celia Boodkin,Simchas Toire (Joy Of The Covenant),,08/23/1928,,1928,"New York, NY",Br 67116,Brunswick,"Mezzo-soprano, Orchestra",Alexander Olshanetsky (composer); Alexander Olshanetsky (Director),"Celia Boodkin (mezzo-soprano), Alexander Olshanetsky (composer), Alexander Olshanetsky (director)",10-person orchestra
S170,16.27,CVE 67697-2 ,Pinchas Borenstein,Cantor Pinchus Borenstein ,Hashkiveinu,,01/07/1931,,1931,"Camden, NJ","Vi (12"")",Victor,"Vocal, Organ",Pierre Pinchik (organ),"Pinchas Borenstein (vocal), Pierre Pinchik (organ)",
S171,16.27,CVE 67698-2 ,Pinchas Borenstein,Cantor Pinchus Borenstein ,Wehugen Baadenu ,,01/07/1931,,1931,"Camden, NJ","Vi (12"")",Victor,"Vocal, Organ",Pierre Pinchik (organ),"Pinchas Borenstein (vocal), Pierre Pinchik (organ)",
S172,16.28,W 109194-1 ,Dora Bowshover,Dora Bowshover ,Uchar Kupietz ,,05/1928,,1928,"New York, NY",Co 20142-F,Columbia,"Soprano, Orchestra",,Dora Bowshover (soprano),In Russian
S173,16.28,W 109195 ,Dora Bowshover,Dora Bowshover ,Ya Tzyganka Molodaya ,,05/1928,,1928,"New York, NY",Co 20142-F,Columbia,"Soprano, Orchestra",,Dora Bowshover (soprano),In Russian
S174,16.28,W 109468-2 ,Dora Bowshover,Dora Bowshover ,Unzer Rebbin's Vunder ,,07/1928,,1928,"New York, NY",Co 8175-F,Columbia,"Soprano, Orchestra",,Dora Bowshover (soprano),
S175,16.28,W 109469-3 ,Dora Bowshover,Dora Bowshover ,Tief In Veldele ,,07/1928,,1928,"New York, NY",Co 8175-F,Columbia,"Soprano, Orchestra",,Dora Bowshover (soprano),
S176,16.28,x,Dora Bowshover,Dora Bowshover ,Mishenka,,,1928,1928,"New York, NY",Co 20144-F,Columbia,Soprano,,Dora Bowshover (soprano),In Russian
S177,16.28,x,Dora Bowshover,Dora Bowshover ,Kalinka,,,1928,1928,"New York, NY",Co 20144-F,Columbia,Soprano,,Dora Bowshover (soprano),In Russian
S178,16.28,x,Dora Bowshover,Dora Bowshover ,Ach. Sharaban Moi ,,,1928,1928,"New York, NY",Co 20156-F,Columbia,Soprano,,Dora Bowshover (soprano),In Russian
S179,16.28,x,Dora Bowshover,Dora Bowshover ,Platotchki,,,1928,1928,"New York, NY",Co 20156-F,Columbia,Soprano,,Dora Bowshover (soprano),In Russian
